ibge7,mun,nome_meso,tot_f_meio_sm,tot_f_rdpc_154,n_f_PBF,tot_benf_PBF,ex_cinema,ex_bib,n_bib,tx_criancas_EF_adeq,tx_adol_EM_adeq,tx_EJA_EF_15m,tx_EJA_EM_18m,tx_esc_0_3,tx_esc_15_17,n_esp_mun,popul,percent_5,percent_6_17,percent_65,transf_pc_PBF,n_emp_formal,rdpc_formal,tx_mort,tx_mort_homicidio,tx_mort_homicidio_15_29,prop_priv_saude,percent_esgoto,percent_lixo,area,algodao_arb,algodao_herb,banana,batata,cafe_arab,cana,feijao,laranja,limao,manga,milho,soja,sorgo,tangerina,tomate,trigo,leite,ovos,mel
3136959,Juvenília,Norte de Minas,1159,920,830,9.21,Não,Sim,1,100.0,56.8,0.6,0.6,23.6,89.3,3,5861,8,21,9,26.25,329,66.17,3.75,17.06,0.0,0.36,0.0,0.0,1064.7,0,0,0,0,0,20,51,0,0,0,1030,0,2,0,6000,0,895,64,250
3137007,Ladainha,Vale do Mucuri,3026,2618,2308,15.16,Não,Sim,1,84.4,41.8,1.4,1.5,15.5,76.4,5,18066,8,21,9,26.38,850,73.34,7.58,11.07,21.57,1.57,0.0,0.0,866.3,0,0,709,0,137,10200,615,58,0,0,1489,0,6,10,0,0,6695,131,6030
3137106,Lagamar,Noroeste de Minas,977,695,575,20.91,Não,Sim,1,64.7,59.9,2.9,3.1,33.4,67.3,2,7797,8,22,9,11.76,978,222.32,6.8,0.0,0.0,7.23,0.0,100.0,1474.6,0,0,0,0,18,520,2295,0,0,0,14730,9824,200,0,0,0,42043,169,0
3137205,Lagoa da Prata,Central Mineira,4050,2169,1847,18.14,Não,Sim,3,79.1,63.3,0.5,0.5,27.0,73.6,19,50714,8,20,8,5.91,12255,467.04,5.7,11.83,22.49,27.12,0.0,100.0,440.0,0,0,15,0,0,709485,3,0,0,0,240,0,0,0,0,0,23688,261,850
3137304,Lagoa dos Patos,Norte de Minas,936,694,595,11.19,Não,Sim,1,84.2,43.1,2.8,2.7,34.2,72.2,8,4260,8,21,10,23.68,348,103.73,8.22,46.95,0.0,1.06,63.0,100.0,600.5,0,0,0,0,0,120,35,0,0,0,376,0,18,0,0,0,2431,72,490
3137403,Lagoa Dourada,Campo das Vertentes,1621,525,603,12.32,Não,Sim,1,82.5,50.4,1.3,1.1,15.0,71.5,5,12999,8,20,9,5.65,1441,151.81,5.92,0.0,0.0,6.85,0.0,0.0,476.7,0,0,0,0,107,280,5805,0,0,0,44307,3310,0,2,9720,3936,20855,34,0
3137502,Lagoa Formosa,Triângulo Mineiro/Alto Paranaíba,1774,964,800,24.57,Não,Sim,1,72.1,49.8,0.7,0.7,39.0,62.2,5,18107,8,21,9,6.11,2979,256.23,6.52,16.57,21.47,3.45,100.0,100.0,840.9,0,0,1160,0,1360,231,1200,675,0,7,19500,22400,9918,71,8200,0,98310,149,0
3137536,Lagoa Grande,Noroeste de Minas,1423,924,778,24.29,Não,Sim,1,79.5,59.0,1.2,1.2,28.1,81.2,1,9369,8,21,9,14.6,1186,174.27,6.83,32.02,41.16,2.97,0.0,100.0,1236.3,0,1201,0,0,273,3120,1866,0,0,0,28410,15000,0,0,10000,0,47600,166,8540
3137601,Lagoa Santa,Metropolitana de Belo Horizonte,3140,1742,1862,17.0,Não,Sim,1,75.8,54.8,1.8,1.5,41.7,77.9,4,60787,8,20,8,4.27,14911,595.09,5.17,14.81,43.78,29.23,0.0,100.0,230.1,0,0,0,0,0,756,4,1200,20,20,50,0,0,100,0,0,702,33,100
3137700,Lajinha,Zona da Mata,2857,2042,1926,16.6,Não,Sim,1,78.4,47.9,1.7,1.5,14.1,67.4,4,20282,8,21,9,13.25,1993,158.79,6.31,29.58,38.51,4.18,0.0,0.0,431.9,0,0,275,0,9600,420,128,30,0,0,782,0,0,0,300,0,5463,350,1000
3137809,Lambari,Sul/Sudoeste de Minas,2787,1562,1489,32.18,Não,Sim,1,75.9,44.7,2.7,2.7,20.6,64.3,6,20773,8,21,9,13.42,2594,193.64,8.67,4.81,18.74,23.56,0.0,0.0,213.1,0,0,260,0,6520,70,4,0,0,0,181,0,0,230,0,0,2600,61,3500
3137908,Lamim,Zona da Mata,455,352,294,7.4,Não,Sim,1,86.4,56.6,2.1,1.9,3.2,78.6,0,3504,8,21,10,12.61,261,99.46,6.56,0.0,0.0,2.23,0.0,100.0,118.6,0,0,0,0,36,4500,67,0,0,0,810,0,0,0,0,0,2682,36,170
3138005,Laranjal,Zona da Mata,1069,848,600,16.98,Não,Sim,1,56.2,35.3,2.0,2.1,17.3,57.7,1,6826,8,20,9,15.58,799,161.39,7.47,0.0,0.0,5.49,0.0,100.0,204.9,0,0,10,0,0,60,5,0,27,0,90,0,0,0,0,0,8090,28,0
3138104,Lassance,Norte de Minas,1355,1127,869,7.89,Não,Sim,1,90.1,62.4,1.7,1.8,2.9,85.0,4,6663,8,21,9,27.05,1372,292.04,6.6,30.02,59.53,1.79,0.0,100.0,3204.2,0,0,8190,0,0,5500,212,3710,0,17,1875,540,0,652,0,0,1817,112,900
3138203,Lavras,Campo das Vertentes,9914,6012,3908,11.93,Sim,Sim,1,75.3,60.0,1.1,0.9,45.3,80.4,12,101208,8,19,8,6.81,25337,568.34,6.6,6.92,14.81,28.9,92.4,0.0,564.7,0,0,280,0,7275,2070,380,88,0,0,17250,3034,0,0,36,93,22240,7776,30000
3138302,Leandro Ferreira,Central Mineira,355,219,171,20.21,Não,Sim,1,76.6,46.1,3.2,3.5,28.7,61.4,3,3299,8,21,10,8.66,370,205.8,9.4,30.31,0.0,11.43,0.0,0.0,352.1,0,0,0,0,0,320,19,0,0,0,340,78,0,0,0,0,11117,57,1020
3138351,Leme do Prado,Jequitinhonha,816,561,523,8.03,Não,Sim,1,87.8,72.5,6.0,6.4,44.8,94.1,16,4991,8,21,9,18.82,335,92.18,3.81,0.0,0.0,1.82,80.0,0.0,280.0,0,0,14,0,0,1824,7,8,0,0,39,0,0,0,0,0,480,30,19825
3138401,Leopoldina,Zona da Mata,5575,2665,2634,28.32,Não,Sim,3,73.7,49.8,2.2,2.1,29.1,77.5,15,53252,8,20,8,7.13,11003,299.08,8.36,7.51,14.3,15.17,0.0,100.0,943.1,0,0,48,0,9,23360,37,18,0,63,45,0,0,0,0,0,27682,1621,750
3138500,Liberdade,Sul/Sudoeste de Minas,988,705,572,32.02,Não,Sim,1,61.9,51.9,1.6,1.8,4.0,70.6,4,5320,7,22,9,16.34,590,156.72,9.96,18.8,74.34,7.31,0.0,100.0,401.3,0,0,0,105,0,820,15,0,0,0,894,0,0,0,0,0,18612,12,3278
3138609,Lima Duarte,Zona da Mata,1955,974,1003,31.46,Não,Sim,1,69.1,49.2,2.9,2.4,27.9,74.0,6,16871,8,21,9,8.75,2475,183.62,8.12,0.0,0.0,9.87,0.0,0.0,848.6,0,0,0,0,0,504,62,0,0,0,459,0,0,0,0,0,23750,221,6000
3138625,Limeira do Oeste,Triângulo Mineiro/Alto Paranaíba,856,595,462,24.4,Não,Sim,1,79.1,47.3,2.5,2.4,22.9,78.1,3,7436,8,21,9,11.78,1970,586.99,8.61,13.45,53.09,25.9,93.7,0.0,1319.0,0,0,375,0,0,1971008,0,0,0,0,5460,0,0,150,0,0,18140,58,0
3138658,Lontra,Norte de Minas,2031,1714,1431,7.74,Não,Sim,1,81.8,68.3,0.6,0.7,35.3,83.8,9,8992,8,21,9,32.64,472,68.31,6.45,0.0,0.0,0.6,0.0,0.0,259.2,0,0,0,0,0,500,14,0,0,0,24,0,0,0,0,0,530,49,0
3138674,Luisburgo,Zona da Mata,947,581,608,7.48,Não,Sim,1,89.5,48.4,0.5,0.3,27.8,66.5,1,6408,8,21,9,13.49,422,83.86,6.87,31.21,61.86,2.86,0.0,100.0,145.4,0,0,0,0,8874,210,126,0,0,0,1210,0,0,0,150,0,357,52,0
3138682,Luislândia,Norte de Minas,1364,1062,1013,3.04,Não,Sim,1,92.7,59.4,1.4,1.4,22.9,78.7,5,6733,8,21,9,31.37,323,61.42,7.57,29.7,0.0,0.83,0.0,0.0,411.7,0,0,3,0,0,1260,74,4,0,0,137,0,7,0,0,0,1205,45,0
3138708,Luminárias,Campo das Vertentes,684,388,339,24.32,Não,Sim,1,64.4,50.9,1.6,1.8,28.2,77.5,1,5571,7,22,9,7.75,913,208.12,9.69,0.0,0.0,8.6,0.0,0.0,500.1,0,0,0,0,3700,333,2740,0,0,0,21540,9292,0,0,430,5215,12510,25,250
3138807,Luz,Central Mineira,1171,745,623,16.9,Não,Sim,1,72.7,59.6,1.0,1.0,25.2,67.6,8,18347,8,21,9,5.25,3702,315.32,7.79,0.0,0.0,14.93,0.0,0.0,1171.7,0,0,18,0,63,1205400,500,15,262,0,19260,4322,0,0,0,0,51237,460,3430
3138906,Machacalis,Vale do Mucuri,1487,1173,1046,43.03,Não,Sim,1,84.1,48.2,2.7,2.8,18.4,71.5,6,7228,8,21,9,20.72,469,92.74,7.61,0.0,0.0,2.41,0.0,0.0,332.4,0,0,0,0,0,775,3,0,0,0,3,0,0,0,0,0,6203,8,0
3139003,Machado,Sul/Sudoeste de Minas,3413,1914,1670,21.78,Sim,Sim,1,74.3,64.8,3.8,3.8,37.7,81.4,21,41651,8,21,8,5.91,9253,362.9,6.53,21.61,35.46,28.04,0.0,100.0,586.0,0,0,110,1810,27600,28000,900,40,12,0,33000,9301,0,0,960,0,11300,4817,17080
3139102,Madre de Deus de Minas,Campo das Vertentes,584,272,238,29.64,Não,Sim,1,65.7,50.5,1.1,1.1,3.7,68.6,7,5139,7,21,10,5.12,718,199.91,7.59,0.0,0.0,8.09,0.0,100.0,492.9,0,0,0,0,0,183,11250,10075,0,0,57072,16608,0,0,0,12388,20000,27,0
3139201,Malacacheta,Vale do Mucuri,2757,1982,1793,28.81,Sim,Sim,1,83.2,67.9,0.8,0.8,19.8,94.3,7,19173,8,21,9,15.14,1385,101.04,7.93,20.86,20.34,3.35,76.4,0.0,727.9,0,0,180,0,148,1720,218,10,0,0,304,0,0,0,143,0,12032,59,15000
3139250,Mamonas,Norte de Minas,1343,980,860,4.02,Não,Sim,1,66.3,65.0,0.1,0.1,21.8,69.8,11,6608,8,21,9,20.45,390,84.35,4.99,15.13,0.0,0.08,0.0,0.0,291.4,0,0,0,0,0,158,20,0,0,0,42,0,35,0,0,0,1285,110,0
3139300,Manga,Norte de Minas,5545,4268,3042,38.81,Não,Não,0,100.0,57.1,2.1,2.1,32.0,89.6,3,19494,8,21,9,33.44,2204,121.66,7.9,76.95,160.81,1.36,0.0,0.0,1950.2,0,0,3615,0,0,1320,130,0,0,30,720,480,0,0,0,0,2241,123,0
3139409,Manhuaçu,Zona da Mata,6700,3778,3647,18.75,Sim,Sim,1,95.6,56.1,2.9,2.5,28.5,83.6,2,87735,8,19,8,6.05,20387,375.86,5.73,18.24,21.41,16.75,0.0,0.0,628.3,0,0,46,0,26274,64,189,0,5,0,1540,0,0,10,425,0,2521,94,0
3139508,Manhumirim,Zona da Mata,3018,1892,1838,40.55,Não,Sim,1,77.9,46.3,3.3,3.0,19.0,67.3,2,22683,8,20,9,11.31,2917,179.47,8.64,17.63,34.05,10.12,0.0,0.0,182.9,0,0,26,0,9203,0,18,0,0,0,252,0,0,0,0,0,758,17,3420
3139607,Mantena,Vale do Rio Doce,3759,2067,1953,41.68,Não,Sim,1,78.5,50.2,5.4,5.5,24.6,65.6,3,28097,8,20,9,8.91,3765,195.82,7.26,21.35,0.0,7.44,97.0,0.0,685.2,0,0,116,0,150,8160,30,0,0,240,85,0,0,0,0,0,10843,54,0
3139706,Maravilhas,Metropolitana de Belo Horizonte,1214,882,639,13.59,Não,Sim,1,73.6,52.2,1.9,1.8,29.2,68.0,4,7812,8,21,9,17.52,1230,202.52,5.12,25.6,0.0,6.13,0.0,0.0,261.6,0,0,16,0,0,920,5,6,0,0,156,0,0,0,6650,0,11949,38,4500
3139805,Mar de Espanha,Zona da Mata,929,571,514,15.46,Não,Sim,1,65.6,40.8,1.8,1.4,22.3,61.4,5,12660,8,20,9,7.52,3056,254.65,7.9,7.9,0.0,9.89,0.0,100.0,371.6,0,0,360,0,92,6468,66,15,0,0,378,0,0,20,0,0,8154,34,285
3139904,Maria da Fé,Sul/Sudoeste de Minas,1456,762,760,22.42,Não,Sim,1,77.1,72.9,0.9,0.9,32.0,89.1,14,14502,8,21,9,7.16,1249,137.03,7.79,0.0,0.0,17.43,0.0,100.0,202.9,0,0,1172,11720,146,3000,26,24,0,0,432,0,0,0,310,0,8757,22,2000
3140001,Mariana,Metropolitana de Belo Horizonte,7179,5292,3983,14.24,Não,Sim,1,82.4,46.7,1.8,1.8,27.0,77.3,1,59343,8,20,8,13.32,12542,453.08,5.29,16.85,25.71,31.74,0.0,0.0,1194.2,0,0,96,0,50,1284,14,30,0,8,80,0,0,0,0,0,7960,112,15230
3140100,Marilac,Vale do Rio Doce,940,717,669,15.52,Não,Sim,1,95.6,64.2,2.9,3.1,96.2,96.9,5,4264,8,21,10,33.14,349,115.47,9.38,46.9,190.1,6.1,0.0,100.0,158.8,0,0,1889,0,0,1300,44,0,0,0,1010,0,56,0,3000,0,4454,13,600
3140159,Mário Campos,Metropolitana de Belo Horizonte,1168,748,629,3.74,Não,Sim,1,81.4,56.8,2.5,2.4,9.7,82.7,9,14811,8,21,8,7.87,1428,144.42,4.73,33.76,51.56,19.61,0.0,0.0,35.2,0,0,0,0,0,30,1,0,0,0,20,0,0,24,0,0,15,692,0
3140209,Maripá de Minas,Zona da Mata,308,154,147,17.09,Não,Não,0,83.4,64.3,0.8,0.9,35.9,77.4,2,2965,7,20,11,6.49,595,255.82,10.12,0.0,0.0,10.49,0.0,100.0,77.3,0,0,55,0,0,938,17,10,0,0,153,0,0,0,0,0,2705,26,0
3140308,Marliéria,Vale do Rio Doce,617,335,326,19.95,Não,Sim,1,78.2,67.2,4.7,5.0,29.8,92.2,4,4128,7,21,10,12.92,468,155.28,7.03,0.0,0.0,9.59,0.0,0.0,545.8,0,0,15,0,3,1715,3,0,30,0,33,0,0,0,0,0,3443,29,5160
3140407,Marmelópolis,Sul/Sudoeste de Minas,547,381,362,12.59,Não,Sim,1,90.1,72.4,0.0,0.0,0.7,90.2,4,2918,7,19,11,16.51,310,148.36,7.54,34.27,145.31,2.5,0.0,100.0,107.9,0,0,0,80,0,120,5,0,0,0,40,0,0,0,440,0,2763,9,3500
3140506,Martinho Campos,Central Mineira,1328,790,620,21.94,Não,Sim,1,76.6,48.7,1.1,1.2,55.0,63.5,5,13376,8,20,9,7.84,3494,407.47,7.18,14.95,0.0,16.37,0.0,0.0,1048.1,0,0,0,0,0,2000,453,0,0,0,2205,6946,857,0,0,0,56490,22,0
3140530,Martins Soares,Zona da Mata,1364,1072,850,11.64,Não,Sim,1,81.2,49.4,1.0,1.0,12.9,65.8,2,8073,8,21,9,16.47,593,141.88,6.19,24.77,95.88,3.02,0.0,0.0,113.3,0,0,0,0,6900,0,21,0,0,0,130,0,0,0,0,0,847,37,0
3140555,Mata Verde,Jequitinhonha,1878,1591,1355,31.98,Não,Não,0,83.7,62.6,2.3,2.2,29.4,96.0,6,8483,8,22,9,36.49,435,57.97,5.66,11.79,0.0,0.9,0.0,0.0,227.5,0,0,71,0,330,60,8,0,0,0,24,0,0,0,0,0,1340,7,0
3140605,Materlândia,Vale do Rio Doce,909,662,651,37.72,Não,Não,0,89.1,59.4,1.2,1.3,20.7,89.3,6,4631,8,21,10,29.74,284,90.11,7.13,0.0,0.0,1.92,0.0,0.0,280.5,0,0,10,0,1,1306,84,6,0,0,562,0,0,0,0,0,12206,37,1025
3140704,Mateus Leme,Metropolitana de Belo Horizonte,3157,1574,1493,25.71,Não,Sim,1,94.3,59.5,2.0,1.6,18.6,92.1,9,30423,8,20,8,6.89,5704,324.59,6.38,36.16,38.08,26.74,0.0,0.0,302.8,0,0,112,0,29,1500,9,0,4,0,1450,0,0,310,1250,0,10306,25,4900
3140803,Matias Barbosa,Zona da Mata,1095,434,584,14.55,Não,Sim,1,62.2,42.8,2.3,1.8,18.7,71.5,9,14369,8,20,9,6.11,5056,714.89,7.03,6.96,0.0,21.98,0.0,0.0,157.1,0,0,18,0,0,648,30,0,0,0,8,0,0,0,0,0,1663,7,0
3140852,Matias Cardoso,Norte de Minas,1673,1049,1078,7.77,Não,Sim,1,92.3,53.5,0.5,0.6,38.1,73.6,6,10905,8,21,9,16.08,1532,162.74,5.41,27.51,106.3,0.31,0.0,0.0,1949.7,0,15,22470,0,0,30200,225,672,16500,11060,8460,360,70,248,9900,0,1553,70,1430
3140902,Matipó,Zona da Mata,2794,1580,1532,18.88,Não,Sim,1,91.3,61.5,3.0,2.9,4.3,90.9,4,18816,8,21,9,11.67,1754,133.95,5.05,53.15,82.98,5.49,0.0,0.0,267.0,0,0,128,0,4090,1024,92,0,0,0,1372,0,0,0,30,0,3916,55,4350
3141009,Mato Verde,Norte de Minas,2926,2676,2082,35.06,Não,Sim,1,72.0,65.9,2.1,2.2,21.5,72.8,7,12871,8,21,9,22.69,1082,97.93,7.54,15.54,30.24,1.61,0.0,0.0,472.2,0,73,14,0,0,90,29,0,0,0,126,0,178,0,0,0,4083,37,447
3141108,Matozinhos,Metropolitana de Belo Horizonte,3402,2068,1793,18.37,Não,Sim,1,78.9,58.1,2.0,2.0,19.8,74.6,3,37040,8,21,8,7.18,9024,542.63,5.75,32.4,59.92,27.07,65.1,0.0,252.3,0,0,0,0,0,1150,18,0,0,0,561,750,0,0,0,0,5281,5,0
3141207,Matutina,Triângulo Mineiro/Alto Paranaíba,477,218,189,28.58,Não,Sim,1,68.0,45.7,1.2,1.3,29.9,56.3,4,3849,8,21,10,6.38,501,195.97,6.76,0.0,0.0,5.56,0.0,0.0,261.0,0,0,0,120,280,0,97,0,0,0,42,0,0,0,0,0,20724,57,0
3141306,Medeiros,Oeste de Minas,309,110,142,5.26,Não,Sim,1,77.6,42.1,0.0,0.0,47.5,45.9,5,3737,8,21,10,5.55,671,256.43,6.96,0.0,0.0,2.78,95.0,0.0,946.4,0,0,7,120,4798,46847,6290,9400,0,0,31426,20239,0,0,0,825,40123,66,1000
3141405,Medina,Jequitinhonha,3875,2561,2545,48.24,Não,Sim,2,85.4,47.6,3.2,3.3,16.5,78.2,3,21433,8,21,9,16.96,1903,134.03,8.12,55.99,162.12,2.62,0.0,0.0,1435.9,0,0,20,0,0,1995,59,10,0,15,210,0,0,0,180,0,4655,161,450
3141504,Mendes Pimentel,Vale do Rio Doce,1220,806,789,24.67,Não,Sim,1,66.2,48.3,3.9,4.2,8.9,59.3,5,6557,7,22,9,18.69,470,102.61,5.19,0.0,0.0,4.82,0.0,100.0,305.5,0,0,88,0,0,1600,9,0,0,0,104,0,0,0,0,0,5290,38,0
3141603,Mercês,Zona da Mata,1851,1314,1169,32.67,Não,Sim,1,66.8,43.1,1.0,1.0,37.6,68.0,2,10842,8,20,9,19.5,887,100.8,7.66,18.45,0.0,5.02,0.0,100.0,348.3,0,0,86,0,12,2010,100,0,12,0,745,0,0,0,0,0,9830,188,3000
3141702,Mesquita,Vale do Rio Doce,865,594,507,10.71,Não,Não,0,69.1,56.2,1.4,1.5,32.2,69.9,2,5951,8,21,9,15.63,406,90.87,7.06,67.22,66.51,12.79,0.0,0.0,274.9,0,0,360,0,0,1260,23,12,0,0,243,0,0,22,0,0,2478,44,2400
3141801,Minas Novas,Jequitinhonha,4540,3078,2753,22.83,Não,Sim,1,83.1,62.5,2.1,2.1,18.3,87.9,33,31963,8,21,8,12.48,2304,80.19,5.57,15.64,34.67,2.25,0.0,0.0,1812.4,0,0,142,0,244,7020,168,150,0,31,927,0,0,0,82,0,1913,433,5878
3141900,Minduri,Sul/Sudoeste de Minas,530,319,270,24.85,Sim,Sim,1,70.6,54.5,0.7,0.7,20.6,81.6,3,3967,7,21,10,8.75,612,224.45,5.04,0.0,0.0,10.89,0.0,0.0,219.8,0,0,38,0,3,490,506,0,0,0,17355,2050,0,200,0,525,4309,5,0
3142007,Mirabela,Norte de Minas,2535,2020,1855,42.04,Não,Sim,1,73.7,59.1,1.6,1.7,28.3,71.8,9,13685,8,21,9,25.62,896,86.25,7.01,21.92,28.5,1.05,0.0,0.0,723.3,0,0,0,0,0,2500,53,0,0,0,325,0,0,0,0,0,1191,75,11575
3142106,Miradouro,Zona da Mata,1737,1288,1172,33.83,Não,Sim,1,62.1,40.7,1.3,1.2,1.7,62.2,7,10799,8,21,9,16.28,887,109.14,6.2,37.04,72.04,4.8,0.0,0.0,301.7,0,0,1200,0,2014,1475,111,0,0,16,900,0,0,0,0,0,10350,62,120
3142205,Miraí,Zona da Mata,1139,557,557,24.68,Não,Sim,1,59.5,38.5,1.3,1.1,13.4,58.9,3,14852,8,21,9,5.25,2246,223.18,6.87,6.73,0.0,4.58,0.0,100.0,320.7,0,0,159,0,398,2700,9,21,0,0,240,0,0,0,50,0,4529,52,292
3142254,Miravânia,Norte de Minas,1173,994,868,12.28,Não,Sim,1,89.8,81.0,0.0,0.0,52.4,100.0,5,4859,8,21,10,31.83,305,78.37,6.17,0.0,0.0,0.14,0.0,0.0,602.1,0,0,0,0,0,1350,15,0,0,0,30,0,0,0,0,0,189,31,850
3142304,Moeda,Metropolitana de Belo Horizonte,616,444,352,17.98,Não,Sim,1,73.2,42.4,0.8,0.8,1.7,71.2,0,4940,8,21,10,12.39,577,179.71,7.29,0.0,0.0,13.36,0.0,0.0,155.1,0,0,8,0,4,310,54,0,0,0,23,0,0,520,0,0,2125,29,0
3142403,Moema,Central Mineira,884,631,416,16.85,Não,Sim,1,78.9,53.5,1.4,1.4,18.9,66.1,6,7487,8,21,9,8.36,860,159.98,7.21,13.36,0.0,8.88,0.0,0.0,202.7,0,0,0,0,0,63048,0,0,0,0,194,0,0,0,0,0,15337,43,500
3142502,Monjolos,Central Mineira,394,196,202,22.34,Não,Não,0,88.4,71.1,1.6,1.8,26.4,90.3,1,2339,7,20,11,11.19,322,230.0,5.99,0.0,0.0,0.43,0.0,0.0,650.9,0,0,0,0,0,2280,2,0,0,200,54,0,0,0,0,0,3850,14,1800
3142601,Monsenhor Paulo,Sul/Sudoeste de Minas,888,477,375,20.21,Não,Sim,1,76.7,62.2,0.8,0.8,17.8,74.5,14,8671,8,21,9,7.06,1760,334.03,9.11,11.53,44.42,7.32,0.0,0.0,216.5,0,0,0,450,3440,768,84,0,0,0,3861,0,0,2720,0,135,6264,31,0
3142700,Montalvânia,Norte de Minas,2333,1769,1643,29.26,Sim,Sim,1,90.6,66.2,1.3,1.3,15.5,90.5,3,15689,8,21,9,22.76,1101,85.83,6.44,25.5,24.89,1.14,0.0,0.0,1503.8,0,0,9,0,0,1250,105,0,0,0,870,0,0,0,3510,0,1263,96,580
3142809,Monte Alegre de Minas,Triângulo Mineiro/Alto Paranaíba,2075,1185,1016,30.89,Não,Sim,1,61.3,38.6,2.1,1.9,25.2,58.0,9,20979,8,21,9,6.57,3089,241.53,6.15,14.3,18.55,6.13,0.0,0.0,2596.0,0,0,3675,0,307,739200,1738,54000,130,32,57840,105000,7500,150,0,180,79500,240,4000
3142908,Monte Azul,Norte de Minas,4000,3032,2780,24.47,Não,Sim,1,71.8,66.9,0.9,1.0,17.0,73.4,8,21884,8,20,9,16.29,1458,91.08,6.81,36.56,88.24,1.82,0.0,0.0,994.2,0,19,31,0,0,105,150,16,0,0,158,0,114,0,30,0,5857,134,0
3143005,Monte Belo,Sul/Sudoeste de Minas,1203,676,685,30.63,Não,Sim,1,66.8,47.2,1.3,1.2,29.0,57.5,5,13449,8,21,9,6.8,3126,409.82,6.17,0.0,0.0,19.24,0.0,0.0,421.3,0,0,24,0,9460,436990,128,0,0,0,5880,0,0,0,0,0,7710,31,3550
3143104,Monte Carmelo,Triângulo Mineiro/Alto Paranaíba,4473,2838,2380,28.61,Não,Sim,1,76.6,59.7,2.2,2.2,31.5,73.2,29,48096,8,20,8,6.99,9321,297.59,6.42,12.48,31.67,14.45,65.0,100.0,1343.0,0,0,150,0,22430,960,875,0,0,0,27360,30690,12120,105,240,720,27125,147,300
3143153,Monte Formoso,Jequitinhonha,726,563,550,5.71,Não,Sim,1,100.0,88.5,1.8,1.9,8.0,100.0,4,4917,8,22,10,29.94,252,102.56,6.51,20.34,0.0,0.47,0.0,0.0,385.6,0,0,0,0,20,600,20,0,0,0,17,0,0,0,0,0,1575,32,0
3143203,Monte Santo de Minas,Sul/Sudoeste de Minas,2090,1480,1082,26.83,Não,Não,0,70.9,54.1,0.9,0.8,37.4,67.6,5,21932,7,21,9,7.7,3817,239.12,7.89,4.56,0.0,8.7,0.0,0.0,594.6,0,0,23,2000,10690,90525,300,3240,0,0,6750,450,0,320,1400,0,15970,50,1650
3143302,Montes Claros,Norte de Minas,44646,25756,22102,25.42,Sim,Sim,1,82.9,67.8,1.8,1.8,27.8,91.1,85,398288,8,19,6,7.45,83818,410.55,5.29,18.33,45.3,21.8,97.4,0.0,3568.9,0,0,10850,0,0,13200,582,36,0,658,1445,4,357,110,380,0,10903,52789,9317
3143401,Monte Sião,Sul/Sudoeste de Minas,1476,451,468,23.68,Não,Sim,1,75.6,52.8,1.0,1.0,42.5,69.3,16,23238,8,20,9,2.42,4960,320.51,5.64,0.0,0.0,8.41,0.0,0.0,291.6,0,0,7,0,2040,57600,5,56,0,0,1280,380,0,80,0,0,5431,62,620
3143450,Montezuma,Norte de Minas,1098,885,795,4.83,Sim,Sim,2,78.1,63.5,1.3,1.4,19.0,79.7,1,8106,8,21,9,15.27,637,85.32,4.19,12.34,0.0,0.54,90.0,0.0,1130.4,0,0,8,0,0,1800,54,3,0,0,72,0,0,0,0,0,237,55,410
3143500,Morada Nova de Minas,Central Mineira,943,422,321,22.38,Não,Sim,1,72.5,39.3,1.0,1.0,47.8,53.4,6,8813,8,22,9,4.93,1943,344.28,7.72,22.69,87.45,6.67,0.0,0.0,2084.3,0,0,0,180,0,450,2400,0,0,0,15720,9200,720,0,0,0,12318,43,300
3143609,Morro da Garça,Central Mineira,407,173,207,24.18,Não,Sim,1,100.0,71.9,1.2,1.3,28.0,91.9,3,2612,8,19,11,11.35,505,242.1,8.81,38.28,0.0,2.87,0.0,0.0,414.8,0,0,0,0,0,1450,3,0,0,0,365,657,0,0,0,0,7766,18,0
3143708,Morro do Pilar,Metropolitana de Belo Horizonte,515,451,362,17.55,Não,Sim,1,72.1,59.7,1.0,1.1,1.2,87.8,1,3358,8,21,10,20.17,244,97.34,7.44,0.0,0.0,4.56,0.0,0.0,477.5,0,0,0,0,0,6620,15,0,0,0,73,0,0,0,0,0,3046,41,0
3143807,Munhoz,Sul/Sudoeste de Minas,868,368,385,13.19,Não,Sim,1,72.6,59.8,1.1,1.1,12.2,78.5,2,6282,7,21,9,8.77,686,149.27,6.53,0.0,0.0,4.33,0.0,0.0,191.6,0,0,0,16480,20,174,53,0,40,0,12144,0,0,0,486,0,4151,12,189
3143906,Muriaé,Zona da Mata,9614,4564,4220,25.33,Sim,Sim,1,76.0,55.4,2.2,2.1,32.4,75.3,45,107916,8,19,8,5.6,24117,361.44,8.08,22.24,38.64,18.53,0.0,100.0,841.7,0,0,488,0,1050,3500,96,7,0,0,693,0,100,0,0,0,25450,94,6265
3144003,Mutum,Vale do Rio Doce,3686,2402,2358,23.85,Não,Sim,1,77.0,51.1,1.9,1.9,7.2,65.6,20,27512,8,20,9,11.87,2570,133.05,6.43,25.44,14.04,1.74,0.0,0.0,1250.8,0,0,420,0,9931,2592,207,420,73,263,1080,0,0,135,350,0,36140,157,36900
